parameter_value,prey_minimum,predator_minimum
140,1,26
140,2,27
140,1,23
140,2,23
140,3,21
140,1,23
140,1,47
140,1,37
140,2,30
140,14,32
140,1,28
140,11,15
140,1,5
140,1,21
140,1,31
140,7,31
140,6,21
140,1,19
140,8,23
140,11,45
140,12,5
140,11,27
140,12,23
140,19,38
141,2,56
141,2,82
141,1,56
141,1,63
141,1,99
141,1,33
141,1,19
141,1,53
141,1,44
141,2,73
141,4,56
141,1,43
141,1,32
141,1,39
141,5,61
141,1,41
141,1,31
141,4,45
141,1,49
141,1,27
141,1,37
141,4,29
141,2,45
141,1,32
141,1,47
141,1,33
141,1,54
141,1,32
141,1,48
141,1,25
141,3,48
141,1,21
141,1,36
141,1,30
141,1,45
141,7,46
141,2,24
141,6,51
141,2,23
141,2,29
141,1,44
141,1,43
141,1,34
141,1,20
141,1,17
141,1,31
141,1,25
141,1,29
141,1,35
141,1,38
141,1,10
141,1,42
141,1,40
141,2,22
141,1,27
141,1,34
141,3,36
141,2,34
141,1,35
141,1,29
141,1,30
141,1,27
141,3,40
141,1,26
141,1,38
141,2,31
141,1,30
141,2,16
141,1,19
141,1,42
141,2,38
141,1,23
141,1,23
141,1,25
141,1,9
141,1,26
141,3,40
141,1,19
141,1,33
141,1,18
141,2,40
141,1,27
141,1,17
141,1,15
141,4,31
141,3,17
141,3,17
141,16,39
141,1,15
141,9,16
141,1,30
141,1,21
141,8,38
141,3,13
141,1,12
141,1,16
141,2,6
141,4,20
141,1,19
141,3,35
142,1,32
142,1,44
142,2,49
142,1,59
142,2,61
142,1,62
142,1,44
142,1,65
142,1,33
142,1,66
142,1,51
142,2,39
142,1,66
142,1,50
142,1,62
142,1,41
142,1,42
142,1,34
142,29,72
142,2,16
142,1,64
142,9,1
142,1,60
142,2,47
142,1,62
142,1,51
142,2,68
142,1,40
142,2,81
142,1,73
142,1,24
142,1,74
142,1,24
142,1,55
142,2,40
142,1,46
142,1,37
142,1,47
142,1,39
142,1,34
142,1,28
142,2,35
142,1,39
142,1,30
142,2,36
142,1,39
142,1,34
142,1,46
142,2,26
142,1,30
142,1,47
142,4,29
142,2,43
142,1,31
142,1,51
142,3,36
142,1,23
142,2,42
142,2,40
142,1,24
142,5,34
142,1,42
142,1,23
142,2,36
142,1,15
142,7,49
142,2,40
142,2,35
142,1,24
142,1,25
142,3,38
142,2,30
142,1,26
142,2,32
142,3,30
142,1,27
142,5,29
142,1,21
142,2,37
142,1,20
142,1,24
142,3,29
142,3,35
142,5,15
142,1,33
142,2,46
142,2,10
142,1,45
142,4,26
142,1,32
142,1,44
142,2,37
142,1,25
142,2,15
142,7,30
142,4,17
142,1,12
142,11,33
142,2,20
142,25,38
143,2,38
143,1,88
143,3,35
143,2,75
143,1,91
143,4,95
143,1,25
143,2,93
143,1,54
143,1,90
143,2,64
143,1,74
143,1,44
143,2,20
143,1,42
143,1,29
143,2,44
143,1,46
143,2,56
143,1,50
143,1,49
143,2,55
143,2,59
143,2,58
143,1,56
143,2,54
143,6,73
143,2,60
143,1,66
143,1,30
143,1,23
143,1,16
143,1,32
143,1,29
143,3,73
143,2,46
143,2,41
143,5,22
143,1,59
143,2,31
143,1,24
143,4,35
143,1,50
143,2,24
143,6,49
143,1,40
143,2,21
143,2,30
143,1,27
143,1,32
143,12,24
143,3,36
143,1,33
143,5,22
143,1,22
143,4,29
143,1,47
143,1,47
143,1,34
143,3,28
143,1,4
143,1,31
143,1,29
143,1,14
143,1,30
143,1,38
143,1,16
143,1,15
143,1,16
143,1,34
143,1,27
143,1,30
143,1,32
143,1,27
143,2,23
143,1,39
143,1,14
143,8,21
143,1,32
143,1,25
143,4,21
143,1,16
143,2,22
143,3,33
143,1,19
143,7,22
143,4,27
143,5,24
143,1,18
143,6,44
143,2,27
143,1,21
143,2,34
143,3,30
143,6,24
143,4,32
143,1,19
143,15,43
143,17,37
143,16,37
144,1,36
144,1,89
144,1,63
144,1,34
144,1,65
144,1,32
144,1,84
144,2,58
144,1,68
144,1,51
144,9,44
144,6,71
144,6,25
144,1,38
144,1,53
144,6,50
144,4,57
144,2,60
144,1,38
144,2,52
144,1,47
144,3,57
144,2,53
144,1,36
144,1,24
144,3,48
144,5,19
144,1,47
144,2,28
144,8,26
144,1,41
144,1,24
144,1,58
144,6,38
144,1,36
144,1,36
144,2,33
144,1,27
144,2,45
144,2,29
144,1,27
144,2,18
144,1,20
144,2,41
144,3,35
144,1,28
144,1,53
144,2,34
144,1,44
144,2,42
144,1,12
144,1,39
144,3,28
144,2,22
144,2,40
144,2,36
144,1,44
144,1,14
144,1,36
144,1,37
144,5,49
144,1,20
144,1,42
144,1,52
144,1,14
144,2,44
144,1,41
144,2,37
144,1,31
144,1,21
144,2,32
144,1,41
144,1,25
144,1,23
144,2,26
144,1,21
144,1,17
144,1,28
144,1,23
144,3,25
144,1,25
144,1,27
144,1,19
144,1,23
144,1,24
144,1,19
144,4,23
144,1,29
144,1,20
144,4,26
144,1,9
144,3,26
144,1,21
144,15,26
144,2,21
144,6,17
144,9,36
144,14,29
144,2,25
144,14,38
145,7,100
145,2,75
145,1,58
145,2,62
145,4,100
145,2,69
145,2,46
145,1,53
145,1,56
145,1,44
145,1,70
145,1,60
145,1,88
145,1,50
145,4,37
145,2,28
145,2,41
145,2,41
145,2,36
145,3,41
145,1,40
145,1,70
145,2,43
145,3,43
145,1,50
145,1,41
145,1,32
145,1,37
145,1,27
145,1,53
145,3,15
145,1,18
145,1,27
145,1,35
145,3,46
145,2,55
145,1,55
145,1,65
145,1,41
145,1,54
145,3,45
145,5,65
145,1,28
145,3,10
145,2,28
145,1,21
145,2,17
145,1,42
145,1,37
145,1,45
145,1,28
145,1,42
145,2,27
145,1,43
145,1,31
145,1,44
145,1,30
145,1,22
145,1,25
145,1,44
145,26,36
145,1,37
145,5,28
145,1,27
145,2,46
145,1,33
145,3,29
145,1,41
145,2,43
145,2,40
145,2,26
145,1,23
145,2,20
145,1,9
145,1,27
145,1,29
145,1,15
145,1,40
145,3,33
145,1,24
145,1,24
145,1,18
145,3,26
145,1,37
145,1,35
145,3,25
145,2,42
145,1,18
145,2,35
145,1,40
145,6,22
145,1,27
145,4,23
145,1,26
145,2,28
145,1,5
145,4,38
145,7,20
145,7,34
145,11,31
146,1,96
146,1,47
146,1,42
146,1,36
146,1,61
146,1,56
146,1,53
146,1,58
146,2,30
146,1,27
146,2,25
146,1,88
146,2,65
146,1,49
146,1,19
146,2,65
146,1,24
146,2,21
146,2,68
146,2,45
146,5,40
146,3,51
146,3,53
146,2,21
146,2,40
146,3,71
146,1,50
146,3,56
146,4,34
146,1,38
146,2,46
146,1,61
146,1,73
146,2,30
146,2,42
146,3,44
146,1,19
146,2,50
146,6,38
146,1,38
146,3,40
146,1,18
146,3,51
146,2,23
146,1,42
146,1,40
146,3,53
146,1,26
146,2,37
146,1,30
146,1,41
146,3,48
146,3,18
146,1,17
146,1,27
146,3,28
146,1,25
146,1,27
146,3,36
146,4,32
146,2,50
146,2,37
146,1,41
146,1,45
146,2,29
146,1,14
146,1,35
146,1,17
146,1,23
146,5,35
146,1,21
146,1,28
146,1,46
146,1,31
146,3,18
146,1,12
146,1,27
146,6,49
146,2,10
146,1,30
146,1,15
146,1,15
146,1,31
146,10,24
146,1,18
146,1,36
146,4,22
146,3,39
146,13,28
146,3,14
146,2,20
146,5,22
146,2,18
146,2,25
146,1,6
146,4,23
146,10,29
146,14,28
146,6,31
146,4,22
147,1,36
147,1,63
147,1,52
147,2,61
147,5,39
147,3,63
147,1,66
147,2,32
147,1,60
147,3,51
147,4,78
147,2,48
147,6,51
147,1,46
147,2,34
147,1,69
147,1,25
147,1,41
147,1,63
147,4,28
147,1,45
147,2,56
147,1,27
147,1,47
147,5,38
147,2,19
147,3,31
147,6,42
147,3,59
147,1,23
147,1,45
147,5,49
147,2,26
147,1,43
147,1,48
147,1,28
147,1,43
147,3,51
147,2,34
147,1,66
147,3,38
147,1,25
147,1,16
147,2,27
147,1,36
147,1,19
147,1,31
147,1,43
147,4,37
147,2,22
147,1,27
147,1,38
147,1,24
147,2,36
147,1,21
147,1,30
147,1,28
147,1,37
147,2,37
147,1,13
147,4,22
147,2,24
147,2,38
147,1,11
147,1,30
147,1,30
147,1,26
147,1,27
147,1,37
147,1,33
147,1,36
147,1,18
147,1,51
147,1,46
147,1,39
147,1,17
147,3,27
147,1,30
147,1,25
147,1,10
147,2,5
147,2,34
147,1,10
147,1,12
147,1,32
147,2,22
147,1,29
147,4,22
147,1,20
147,4,18
147,3,2
147,7,31
147,7,18
147,1,30
147,3,22
147,4,19
147,11,20
147,4,31
147,3,33
147,4,5
148,5,62
148,1,33
148,1,85
148,1,61
148,2,47
148,1,84
148,2,99
148,1,83
148,1,49
148,2,96
148,1,71
148,1,20
148,2,36
148,1,48
148,2,35
148,3,57
148,3,63
148,3,33
148,3,57
148,1,44
148,2,29
148,3,64
148,1,36
148,1,21
148,1,37
148,1,38
148,1,29
148,6,27
148,2,58
148,2,34
148,2,53
148,1,45
148,1,29
148,1,47
148,2,20
148,1,30
148,3,28
148,3,52
148,1,36
148,1,29
148,1,37
148,1,28
148,1,57
148,1,29
148,2,15
148,1,37
148,1,27
148,3,37
148,4,22
148,1,30
148,4,14
148,1,13
148,1,23
148,2,35
148,3,41
148,2,30
148,2,24
148,1,33
148,2,21
148,1,22
148,3,40
148,1,28
148,1,21
148,2,30
148,4,23
148,1,43
148,3,22
148,1,22
148,1,11
148,1,28
148,1,22
148,1,32
148,1,35
148,1,42
148,1,25
148,1,23
148,1,7
148,1,17
148,7,22
148,1,29
148,3,23
148,3,28
148,1,30
148,2,15
148,9,29
148,9,27
148,2,15
148,1,42
148,1,30
148,7,20
148,1,28
148,20,18
148,13,30
148,18,29
148,24,34
148,3,33
148,19,32
148,1,20
148,5,25
148,17,29
149,1,48
149,1,63
149,1,64
149,1,40
149,1,79
149,1,55
149,1,64
149,1,74
149,4,78
149,1,61
149,1,63
149,1,42
149,1,65
149,1,66
149,2,74
149,3,33
149,1,30
149,6,47
149,1,57
149,1,80
149,3,70
149,1,51
149,1,62
149,3,54
149,1,40
149,1,57
149,2,54
149,2,59
149,1,28
149,1,45
149,1,46
149,1,34
149,2,22
149,1,27
149,1,44
149,1,53
149,2,25
149,4,39
149,3,33
149,2,45
149,1,36
149,1,34
149,1,14
149,45,1
149,1,36
149,7,47
149,1,35
149,2,39
149,2,18
149,3,34
149,2,19
149,3,19
149,2,60
149,3,40
149,1,29
149,1,39
149,1,65
149,1,32
149,1,30
149,1,31
149,2,40
149,1,19
149,1,24
149,2,13
149,1,19
149,4,27
149,1,33
149,1,31
149,3,38
149,2,25
149,2,43
149,1,27
149,2,42
149,3,39
149,1,24
149,1,21
149,1,32
149,2,26
149,2,11
149,3,19
149,1,45
149,2,17
149,1,29
149,1,25
149,1,29
149,1,23
149,2,35
149,2,20
149,4,19
149,4,18
149,10,23
149,3,23
149,4,15
149,6,25
149,2,29
149,1,27
149,14,40
149,2,25
149,2,31
149,7,33
150,1,65
150,1,75
150,2,100
150,2,44
150,3,83
150,1,49
150,1,41
150,4,53
150,2,59
150,1,75
150,2,43
150,1,98
150,5,74
150,2,93
150,3,54
150,2,57
150,1,46
150,1,44
150,2,77
150,2,15
150,2,17
150,2,67
150,1,66
150,1,21
150,1,48
150,1,35
150,1,30
150,2,51
150,1,23
150,1,30
150,1,73
150,2,19
150,2,31
150,1,34
150,2,41
150,1,42
150,2,51
150,1,47
150,1,31
150,2,30
150,1,37
150,1,45
150,1,29
150,1,43
150,1,35
150,1,36
150,1,45
150,1,24
150,1,51
150,1,36
150,2,27
150,1,45
150,1,28
150,2,57
150,3,32
150,3,41
150,1,24
150,1,27
150,1,50
150,2,45
150,1,41
150,2,48
150,3,16
150,6,40
150,66,1
150,1,18
150,4,39
150,2,36
150,1,43
150,2,45
150,1,34
150,1,24
150,1,12
150,1,24
150,5,16
150,3,31
150,1,22
150,1,29
150,6,17
150,2,36
150,3,21
150,1,18
150,1,26
150,1,10
150,1,18
150,18,35
150,1,27
150,7,39
150,1,28
150,1,14
150,18,17
150,1,11
150,8,33
150,1,23
150,5,24
150,6,20
150,23,31
150,1,23
150,17,40
150,5,39
151,1,58
151,3,58
151,2,55
151,1,78
151,1,26
151,6,97
151,1,78
151,1,90
151,1,96
151,1,70
151,1,49
151,2,92
151,1,50
151,2,48
151,2,50
151,2,60
151,2,79
151,5,47
151,2,44
151,2,19
151,1,37
151,14,38
151,1,67
151,2,35
151,1,29
151,1,34
151,1,61
151,1,14
151,2,60
151,1,45
151,5,21
151,1,38
151,1,32
151,1,56
151,1,44
151,1,54
151,1,65
151,3,42
151,1,46
151,3,21
151,3,39
151,1,42
151,2,34
151,1,48
151,1,32
151,1,26
151,1,47
151,3,45
151,1,36
151,1,26
151,1,37
151,2,27
151,1,23
151,3,29
151,1,19
151,6,37
151,1,22
151,2,40
151,1,16
151,3,31
151,3,21
151,1,24
151,1,15
151,1,42
151,2,24
151,1,24
151,2,33
151,2,28
151,2,22
151,3,18
151,1,29
151,1,33
151,1,33
151,3,25
151,1,26
151,1,33
151,1,40
151,1,16
151,1,27
151,1,39
151,1,24
151,1,25
151,1,28
151,2,37
151,1,27
151,3,17
151,3,27
151,1,20
151,1,25
151,8,8
151,2,20
151,4,25
151,1,13
151,3,39
151,5,31
151,3,19
151,2,15
151,1,22
151,1,6
151,9,23
152,4,93
152,1,91
152,1,40
152,3,63
152,5,44
152,1,52
152,2,45
152,2,81
152,1,73
152,1,54
152,3,59
152,1,66
152,4,58
152,1,46
152,1,52
152,6,46
152,1,40
152,2,24
152,1,52
152,2,80
152,2,36
152,4,34
152,2,51
152,1,68
152,3,76
152,1,44
152,6,67
152,1,32
152,1,21
152,2,65
152,3,50
152,1,16
152,4,66
152,1,35
152,1,43
152,2,36
152,1,43
152,1,29
152,1,43
152,1,14
152,1,51
152,1,33
152,1,18
152,3,28
152,1,52
152,1,26
152,1,30
152,2,31
152,1,32
152,1,21
152,1,13
152,4,45
152,2,34
152,2,26
152,1,39
152,14,41
152,1,26
152,3,20
152,1,27
152,1,29
152,2,25
152,1,32
152,2,20
152,1,36
152,1,34
152,1,22
152,1,18
152,1,36
152,1,22
152,1,17
152,1,49
152,1,13
152,1,8
152,2,31
152,1,40
152,2,16
152,1,21
152,5,26
152,1,22
152,1,27
152,3,27
152,1,19
152,1,21
152,2,13
152,3,27
152,13,23
152,5,23
152,2,14
152,1,31
152,1,19
152,1,17
152,13,42
152,5,25
152,6,21
152,12,32
152,4,16
152,1,28
152,3,24
152,10,25
152,5,30
153,4,61
153,1,31
153,1,58
153,2,75
153,1,73
153,2,36
153,2,86
153,2,79
153,3,54
153,3,42
153,1,64
153,2,78
153,1,71
153,1,45
153,2,72
153,1,46
153,1,45
153,1,61
153,1,77
153,1,90
153,1,68
153,1,54
153,1,51
153,4,47
153,2,36
153,1,29
153,1,62
153,2,45
153,1,48
153,1,38
153,1,38
153,1,45
153,5,17
153,3,65
153,1,28
153,1,46
153,1,38
153,1,15
153,1,19
153,1,30
153,1,47
153,1,22
153,1,41
153,3,36
153,2,57
153,6,14
153,1,38
153,2,22
153,1,38
153,1,45
153,1,45
153,1,33
153,2,15
153,1,32
153,1,24
153,2,26
153,1,11
153,2,20
153,1,44
153,1,33
153,1,37
153,1,36
153,1,18
153,2,31
153,1,22
153,4,29
153,2,15
153,3,30
153,1,20
153,1,19
153,2,29
153,1,30
153,1,36
153,15,35
153,1,31
153,2,36
153,6,43
153,3,19
153,1,29
153,5,34
153,1,21
153,2,12
153,1,21
153,1,35
153,1,20
153,22,32
153,3,26
153,2,24
153,7,24
153,1,30
153,1,28
153,4,33
153,2,9
153,5,25
153,8,33
153,3,23
153,1,14
153,2,29
153,1,36
153,9,20
154,1,79
154,3,44
154,1,78
154,1,78
154,1,39
154,1,40
154,3,38
154,1,56
154,1,81
154,1,71
154,2,68
154,1,27
154,1,41
154,1,54
154,1,70
154,1,75
154,2,31
154,1,30
154,1,29
154,1,43
154,1,44
154,1,36
154,1,37
154,1,30
154,1,25
154,2,46
154,1,21
154,5,33
154,1,52
154,2,58
154,1,53
154,2,51
154,3,41
154,3,63
154,3,52
154,2,17
154,1,43
154,1,26
154,1,12
154,1,38
154,3,39
154,4,32
154,1,37
154,1,60
154,1,52
154,1,32
154,1,44
154,3,40
154,6,55
154,1,26
154,13,39
154,1,26
154,3,26
154,1,38
154,2,37
154,5,56
154,1,44
154,2,25
154,2,32
154,10,1
154,3,27
154,1,24
154,1,42
154,2,36
154,3,36
154,3,25
154,5,29
154,1,31
154,2,25
154,2,35
154,1,19
154,1,40
154,3,24
154,1,31
154,2,9
154,4,44
154,2,21
154,1,23
154,1,29
154,1,45
154,3,49
154,2,30
154,6,22
154,1,34
154,2,29
154,1,37
154,1,17
154,1,33
154,1,6
154,3,23
154,1,26
154,3,51
154,3,19
154,2,14
154,4,34
154,12,34
154,1,16
154,6,23
154,14,34
154,32,31
155,1,67
155,3,70
155,2,100
155,5,100
155,1,53
155,1,54
155,4,47
155,3,50
155,1,23
155,1,40
155,1,64
155,1,65
155,1,28
155,1,40
155,1,24
155,1,55
155,1,51
155,1,52
155,2,31
155,5,49
155,1,45
155,3,46
155,1,69
155,2,36
155,2,41
155,1,55
155,1,24
155,1,29
155,2,39
155,2,53
155,2,43
155,1,52
155,2,29
155,4,25
155,1,32
155,1,38
155,2,50
155,1,33
155,1,38
155,1,26
155,5,24
155,1,20
155,1,29
155,1,20
155,1,45
155,1,28
155,5,14
155,1,52
155,1,55
155,1,23
155,1,34
155,1,50
155,4,33
155,3,33
155,6,27
155,1,23
155,1,20
155,1,32
155,2,22
155,1,25
155,1,16
155,1,37
155,2,30
155,2,20
155,1,33
155,2,34
155,1,31
155,6,26
155,1,29
155,1,19
155,1,24
155,2,14
155,1,6
155,1,41
155,2,14
155,3,35
155,1,24
155,1,10
155,7,24
155,3,11
155,1,16
155,1,19
155,4,26
155,2,30
155,4,24
155,7,32
155,1,31
155,1,20
155,6,33
155,7,22
155,7,31
155,28,24
155,1,28
155,3,15
155,8,30
155,10,35
155,18,43
155,5,26
155,13,46
155,36,30
156,1,85
156,2,69
156,1,45
156,2,56
156,3,49
156,10,94
156,1,64
156,2,48
156,1,70
156,1,64
156,1,79
156,1,67
156,1,18
156,1,46
156,1,43
156,1,55
156,1,31
156,1,86
156,1,52
156,2,52
156,1,45
156,1,56
156,1,30
156,2,50
156,2,71
156,1,69
156,2,54
156,1,62
156,2,24
156,2,67
156,2,31
156,1,21
156,2,27
156,3,42
156,1,52
156,5,35
156,1,32
156,1,11
156,8,39
156,1,43
156,2,25
156,10,38
156,104,1
156,1,29
156,3,60
156,1,38
156,2,31
156,1,32
156,1,41
156,1,31
156,4,24
156,1,47
156,1,34
156,1,26
156,1,58
156,1,33
156,2,39
156,1,10
156,1,27
156,2,23
156,1,42
156,1,13
156,1,51
156,1,18
156,5,40
156,2,20
156,1,39
156,1,37
156,2,30
156,1,37
156,4,14
156,2,26
156,2,53
156,2,25
156,1,24
156,1,27
156,1,19
156,1,38
156,2,18
156,1,18
156,1,17
156,1,29
156,1,13
156,6,26
156,2,19
156,1,26
156,1,21
156,2,14
156,3,16
156,1,21
156,2,26
156,3,25
156,1,23
156,2,30
156,7,16
156,11,34
156,12,19
156,1,14
156,1,24
156,14,25
157,1,29
157,1,66
157,1,64
157,8,82
157,1,28
157,1,79
157,3,100
157,1,87
157,2,38
157,2,58
157,1,100
157,1,54
157,2,89
157,4,48
157,1,73
157,1,33
157,2,92
157,1,51
157,1,50
157,2,38
157,1,68
157,2,60
157,2,59
157,2,73
157,1,44
157,4,75
157,1,62
157,2,20
157,1,32
157,2,27
157,1,28
157,3,22
157,1,57
157,1,63
157,1,23
157,1,17
157,1,24
157,1,30
157,3,27
157,1,34
157,1,25
157,2,42
157,1,35
157,2,37
157,6,40
157,2,23
157,4,27
157,3,33
157,5,32
157,1,43
157,2,16
157,1,17
157,1,53
157,1,42
157,1,35
157,1,26
157,5,41
157,1,41
157,1,29
157,1,24
157,3,31
157,6,31
157,1,33
157,2,22
157,1,34
157,3,22
157,1,18
157,1,23
157,2,31
157,1,34
157,1,16
157,3,32
157,3,32
157,1,33
157,1,25
157,2,22
157,2,17
157,1,21
157,2,39
157,1,29
157,1,10
157,1,20
157,1,29
157,6,36
157,2,8
157,1,24
157,2,26
157,2,22
157,7,32
157,1,26
157,1,36
157,6,28
157,6,15
157,5,23
157,1,16
157,11,30
157,1,29
157,9,19
157,1,19
157,12,41
158,2,35
158,3,62
158,1,48
158,1,42
158,1,49
158,1,36
158,2,52
158,1,35
158,1,80
158,1,34
158,1,41
158,1,19
158,1,44
158,4,74
158,1,44
158,5,61
158,3,82
158,1,18
158,1,77
158,1,43
158,1,28
158,1,47
158,1,59
158,2,32
158,4,71
158,1,39
158,1,25
158,1,39
158,3,31
158,1,81
158,1,44
158,2,38
158,1,55
158,2,41
158,1,51
158,2,34
158,1,48
158,3,64
158,1,43
158,2,33
158,1,37
158,1,22
158,5,45
158,1,39
158,2,38
158,3,35
158,2,38
158,2,34
158,1,29
158,1,30
158,1,35
158,1,30
158,2,48
158,2,52
158,1,30
158,1,39
158,2,51
158,2,56
158,1,27
158,1,16
158,1,19
158,5,32
158,5,29
158,1,49
158,3,30
158,3,24
158,1,9
158,1,23
158,3,41
158,2,26
158,2,46
158,1,13
158,1,25
158,2,29
158,1,22
158,1,19
158,1,30
158,1,20
158,2,18
158,2,34
158,2,32
158,1,22
158,2,34
158,2,21
158,2,18
158,1,26
158,4,37
158,3,26
158,1,29
158,6,20
158,11,32
158,14,31
158,12,38
158,2,25
158,2,20
158,9,31
158,4,21
158,4,24
158,2,21
158,4,22
159,13,66
159,1,99
159,1,33
159,1,36
159,1,71
159,1,73
159,1,33
159,1,75
159,4,60
159,2,48
159,2,57
159,1,32
159,1,42
159,2,72
159,1,63
159,1,29
159,2,24
159,1,64
159,1,49
159,1,49
159,2,50
159,1,37
159,1,25
159,4,45
159,2,40
159,1,38
159,2,22
159,5,33
159,3,34
159,3,43
159,1,36
159,2,62
159,5,60
159,51,1
159,2,51
159,1,17
159,1,39
159,1,18
159,2,44
159,1,17
159,2,41
159,1,26
159,2,51
159,3,25
159,2,30
159,1,28
159,1,34
159,1,39
159,1,27
159,1,51
159,4,25
159,1,37
159,3,37
159,8,39
159,4,31
159,6,33
159,1,46
159,1,45
159,1,39
159,1,29
159,1,17
159,2,43
159,2,24
159,5,11
159,1,47
159,2,43
159,1,23
159,1,25
159,1,34
159,3,46
159,3,6
159,1,27
159,1,22
159,1,36
159,3,20
159,1,14
159,1,22
159,3,26
159,1,27
159,1,15
159,4,30
159,1,50
159,11,25
159,6,26
159,1,18
159,6,26
159,6,20
159,6,29
159,4,33
159,3,5
159,2,20
159,6,43
159,3,36
159,4,21
159,6,23
159,7,29
159,1,33
159,1,21
159,4,28
159,6,20
160,2,75
160,1,79
160,1,59
160,2,54
160,1,47
160,2,64
160,1,47
160,2,53
160,1,74
160,2,70
160,1,72
160,4,57
160,1,63
160,1,53
160,1,21
160,1,29
160,1,61
160,1,54
160,1,54
160,1,31
160,1,50
160,1,55
160,2,66
160,2,45
160,1,48
160,4,54
160,2,46
160,1,40
160,2,46
160,2,24
160,1,36
160,1,20
160,1,35
160,1,35
160,1,50
160,1,47
160,1,29
160,5,41
160,1,44
160,2,38
160,1,33
160,3,37
160,3,45
160,2,59
160,1,46
160,1,10
160,1,40
160,2,43
160,1,35
160,1,10
160,2,33
160,1,43
160,1,23
160,2,51
160,2,31
160,2,35
160,1,11
160,3,46
160,1,26
160,2,28
160,9,46
160,2,11
160,1,34
160,1,38
160,2,50
160,1,31
160,1,42
160,1,33
160,1,20
160,1,30
160,1,26
160,1,16
160,1,21
160,1,24
160,1,20
160,1,28
160,1,24
160,1,7
160,3,25
160,4,21
160,1,8
160,4,36
160,14,28
160,1,15
160,2,22
160,1,13
160,1,40
160,2,23
160,1,28
160,2,5
160,1,16
160,3,31
160,9,28
160,9,27
160,2,18
160,4,24
160,1,30
160,8,16
160,24,36
160,1,13
161,1,66
161,2,73
161,1,61
161,10,81
161,1,85
161,1,37
161,1,59
161,1,52
161,5,75
161,8,52
161,1,54
161,1,73
161,5,58
161,1,34
161,2,62
161,2,75
161,1,56
161,1,24
161,2,32
161,1,68
161,9,30
161,1,58
161,1,36
161,5,30
161,1,54
161,2,52
161,1,39
161,1,37
161,1,56
161,3,23
161,1,61
161,1,24
161,1,41
161,1,31
161,2,46
161,2,56
161,1,49
161,2,36
161,1,38
161,1,35
161,1,30
161,1,57
161,1,32
161,1,33
161,1,30
161,1,38
161,1,6
161,1,36
161,1,28
161,1,19
161,1,34
161,2,38
161,3,24
161,1,20
161,1,38
161,1,21
161,1,29
161,1,38
161,4,34
161,1,15
161,1,20
161,1,21
161,1,35
161,1,22
161,3,18
161,1,36
161,1,43
161,1,5
161,3,38
161,1,19
161,1,20
161,1,31
161,2,28
161,1,14
161,1,32
161,1,29
161,2,24
161,2,27
161,2,26
161,2,13
161,5,40
161,7,27
161,1,26
161,1,14
161,1,34
161,3,31
161,1,16
161,20,29
161,2,21
161,2,34
161,11,25
161,1,15
161,8,21
161,4,24
161,1,15
161,4,20
161,10,22
161,7,28
161,1,29
161,7,28
162,2,97
162,2,59
162,1,78
162,1,100
162,1,77
162,1,46
162,5,66
162,5,49
162,1,46
162,1,59
162,2,65
162,1,31
162,2,42
162,1,80
162,1,52
162,1,60
162,2,64
162,1,62
162,6,42
162,4,38
162,3,55
162,2,24
162,3,81
162,2,43
162,1,49
162,1,30
162,1,46
162,1,45
162,1,56
162,4,63
162,3,52
162,1,52
162,1,49
162,1,27
162,2,33
162,4,51
162,1,53
162,1,62
162,1,34
162,1,21
162,1,33
162,3,31
162,2,28
162,1,42
162,1,37
162,2,25
162,1,44
162,1,52
162,4,30
162,1,43
162,1,32
162,2,24
162,1,41
162,1,46
162,1,9
162,1,58
162,3,47
162,1,17
162,1,48
162,1,26
162,1,21
162,1,34
162,1,19
162,3,29
162,2,41
162,1,48
162,1,33
162,1,32
162,1,44
162,1,36
162,13,32
162,1,36
162,1,16
162,1,39
162,1,20
162,3,36
162,2,21
162,3,45
162,1,36
162,1,1
162,1,28
162,1,48
162,2,22
162,3,12
162,1,19
162,2,27
162,1,9
162,1,16
162,7,15
162,3,11
162,4,26
162,3,12
162,3,28
162,1,39
162,1,39
162,1,20
162,1,8
162,2,46
162,1,5
162,1,18
163,11,77
163,3,35
163,1,70
163,1,51
163,2,60
163,3,64
163,1,31
163,1,43
163,1,19
163,3,47
163,1,71
163,2,52
163,1,36
163,1,47
163,1,42
163,2,20
163,1,25
163,2,37
163,2,44
163,1,58
163,1,38
163,2,34
163,2,31
163,1,25
163,3,50
163,1,27
163,4,22
163,1,32
163,6,44
163,4,70
163,1,47
163,2,32
163,3,39
163,1,29
163,2,24
163,1,10
163,1,25
163,1,45
163,1,44
163,1,46
163,1,30
163,2,52
163,2,35
163,1,24
163,1,20
163,3,34
163,2,49
163,1,39
163,2,41
163,1,27
163,2,46
163,1,33
163,2,28
163,3,40
163,1,40
163,1,19
163,1,14
163,2,34
163,1,45
163,1,46
163,1,18
163,2,12
163,1,24
163,1,33
163,3,28
163,3,23
163,1,26
163,1,24
163,1,21
163,1,31
163,1,24
163,1,17
163,2,18
163,5,36
163,1,18
163,4,32
163,3,44
163,1,29
163,3,32
163,1,18
163,4,36
163,1,26
163,1,25
163,2,13
163,2,22
163,4,18
163,2,18
163,4,26
163,2,28
163,2,20
163,1,31
163,1,33
163,1,35
163,2,32
163,1,25
163,2,16
163,9,30
163,14,32
163,11,26
163,13,26
164,6,83
164,4,86
164,1,67
164,1,42
164,1,49
164,3,61
