parameter_value,prey_minimum,predator_minimum
70,3,22
70,2,17
70,1,18
70,1,17
70,2,22
70,2,31
70,1,13
70,12,39
70,17,34
70,6,28
70,3,33
70,18,32
70,17,31
70,7,29
71,1,48
71,1,43
71,1,83
71,1,100
71,6,76
71,1,53
71,1,34
71,2,63
71,2,56
71,2,62
71,1,54
71,2,48
71,1,26
71,1,72
71,2,63
71,5,33
71,1,62
71,8,35
71,1,47
71,1,20
71,4,45
71,1,58
71,1,53
71,2,53
71,1,35
71,11,61
71,1,31
71,1,65
71,1,59
71,2,49
71,1,45
71,2,30
71,1,38
71,1,29
71,1,41
71,3,59
71,1,44
71,1,30
71,3,31
71,1,22
71,1,44
71,1,23
71,1,47
71,1,41
71,1,20
71,1,33
71,5,37
71,1,24
71,1,47
71,1,29
71,1,32
71,1,47
71,1,33
71,2,41
71,1,15
71,4,21
71,3,41
71,3,27
71,1,38
71,1,22
71,1,21
71,1,32
71,1,31
71,1,48
71,1,30
71,2,33
71,1,27
71,2,36
71,3,43
71,1,24
71,1,26
71,1,22
71,1,29
71,1,36
71,6,32
71,1,20
71,1,19
71,3,32
71,1,24
71,1,27
71,1,19
71,5,33
71,10,29
71,2,22
71,13,27
71,3,23
71,1,17
71,1,31
71,1,14
71,7,26
71,1,28
71,1,24
71,6,20
71,1,25
71,3,25
71,3,19
71,8,37
71,14,31
71,3,31
71,5,27
72,5,70
72,2,38
72,1,54
72,1,44
72,2,82
72,3,48
72,1,58
72,4,51
72,1,50
72,1,41
72,3,65
72,1,68
72,1,32
72,2,42
72,1,39
72,1,43
72,1,46
72,1,57
72,2,46
72,1,57
72,3,42
72,3,64
72,1,43
72,1,43
72,2,38
72,1,67
72,2,33
72,1,13
72,2,43
72,1,21
72,3,30
72,2,53
72,1,36
72,1,32
72,1,39
72,1,22
72,1,39
72,4,28
72,2,25
72,2,37
72,1,49
72,1,36
72,1,39
72,4,34
72,1,35
72,1,34
72,1,37
72,2,54
72,2,56
72,6,36
72,6,34
72,1,35
72,1,36
72,8,22
72,4,42
72,1,39
72,1,16
72,1,17
72,1,52
72,4,32
72,1,22
72,1,19
72,1,38
72,1,24
72,3,38
72,1,17
72,1,38
72,1,21
72,2,31
72,1,35
72,1,28
72,3,10
72,1,32
72,1,26
72,1,26
72,2,25
72,1,23
72,2,25
72,3,1
72,3,36
72,1,13
72,1,29
72,4,25
72,19,26
72,1,17
72,6,17
72,4,30
72,8,29
72,7,36
72,3,36
72,1,34
72,1,16
72,1,20
72,1,25
72,4,12
72,3,31
72,1,26
72,9,17
72,10,25
72,21,41
73,1,68
73,1,53
73,1,33
73,2,90
73,1,66
73,6,81
73,1,39
73,2,100
73,1,56
73,1,38
73,1,58
73,12,91
73,2,90
73,1,31
73,1,86
73,3,31
73,3,69
73,1,67
73,2,31
73,1,49
73,1,43
73,1,55
73,1,60
73,2,56
73,2,88
73,2,35
73,1,29
73,1,25
73,1,36
73,1,59
73,1,48
73,1,42
73,1,59
73,1,29
73,1,38
73,17,54
73,2,35
73,1,34
73,2,34
73,2,43
73,2,47
73,2,43
73,1,33
73,1,25
73,1,32
73,1,37
73,1,53
73,1,42
73,1,9
73,4,37
73,1,42
73,2,34
73,3,33
73,1,28
73,3,42
73,1,27
73,1,24
73,2,39
73,1,33
73,1,35
73,1,20
73,1,21
73,1,15
73,2,36
73,1,28
73,1,25
73,1,41
73,1,43
73,2,35
73,1,19
73,1,26
73,1,24
73,1,22
73,1,9
73,1,40
73,4,16
73,1,50
73,1,28
73,1,12
73,2,21
73,1,14
73,2,28
73,1,27
73,1,15
73,2,17
73,5,23
73,3,26
73,1,18
73,12,30
73,1,13
73,22,32
73,9,17
73,2,26
73,18,34
73,15,38
73,7,36
73,6,32
73,5,22
73,15,27
73,10,28
74,8,100
74,1,61
74,1,94
74,1,51
74,3,66
74,2,59
74,2,20
74,2,51
74,3,62
74,5,81
74,2,44
74,2,44
74,1,28
74,2,45
74,1,74
74,1,40
74,1,25
74,3,76
74,1,36
74,3,40
74,2,44
74,1,16
74,1,31
74,1,57
74,2,44
74,1,26
74,2,42
74,2,36
74,8,55
74,1,41
74,2,21
74,1,41
74,1,25
74,1,18
74,1,47
74,2,57
74,1,48
74,1,34
74,1,45
74,1,54
74,1,48
74,1,34
74,3,30
74,4,53
74,3,36
74,1,20
74,2,25
74,1,25
74,1,26
74,1,43
74,1,38
74,1,21
74,8,31
74,1,26
74,1,30
74,2,23
74,1,37
74,2,44
74,1,23
74,3,33
74,1,13
74,1,13
74,4,51
74,1,18
74,1,26
74,1,21
74,1,19
74,1,33
74,1,38
74,2,50
74,1,43
74,1,20
74,1,24
74,1,36
74,3,23
74,1,11
74,1,16
74,3,35
74,3,28
74,3,33
74,2,31
74,6,29
74,1,24
74,2,24
74,1,13
74,1,33
74,1,18
74,2,33
74,3,28
74,2,27
74,1,29
74,14,32
74,1,18
74,1,36
74,9,28
74,1,23
74,2,33
74,16,24
74,4,31
74,8,27
75,2,67
75,10,100
75,1,64
75,1,100
75,2,74
75,1,77
75,2,45
75,1,42
75,1,37
75,1,19
75,1,74
75,1,54
75,2,81
75,1,62
75,1,74
75,1,56
75,1,40
75,2,73
75,1,52
75,1,28
75,1,22
75,2,50
75,1,16
75,1,45
75,1,39
75,1,26
75,2,53
75,1,40
75,2,43
75,2,53
75,2,19
75,1,21
75,1,26
75,1,26
75,2,34
75,1,47
75,3,45
75,2,19
75,1,48
75,2,24
75,1,48
75,1,61
75,1,53
75,2,30
75,2,24
75,2,37
75,1,25
75,3,26
75,1,14
75,1,25
75,2,41
75,7,37
75,1,38
75,3,35
75,1,34
75,2,41
75,5,42
75,1,27
75,3,27
75,1,33
75,1,13
75,1,36
75,1,41
75,1,47
75,3,17
75,6,19
75,1,27
75,1,36
75,2,36
75,1,25
75,1,24
75,2,32
75,1,16
75,2,33
75,1,19
75,1,38
75,1,30
75,4,1
75,5,30
75,1,26
75,3,24
75,1,30
75,5,35
75,1,18
75,1,26
75,1,6
75,11,26
75,2,8
75,12,38
75,5,20
75,1,24
75,4,33
75,22,20
75,4,31
75,9,39
75,2,15
75,1,22
75,16,35
75,20,38
75,5,27
76,2,81
76,1,52
76,1,30
76,1,53
76,7,58
76,1,38
76,1,51
76,1,78
76,1,35
76,2,54
76,3,72
76,1,31
76,1,64
76,1,31
76,1,81
76,1,34
76,4,60
76,1,44
76,1,37
76,1,34
76,3,48
76,2,54
76,1,65
76,1,31
76,5,17
76,1,24
76,2,38
76,4,18
76,1,45
76,1,33
76,1,30
76,1,28
76,2,44
76,3,18
76,3,28
76,3,25
76,1,28
76,2,47
76,1,19
76,2,38
76,1,27
76,2,25
76,1,18
76,1,30
76,4,40
76,1,31
76,4,42
76,1,14
76,1,33
76,1,11
76,1,9
76,1,21
76,1,26
76,1,15
76,2,47
76,2,33
76,1,18
76,1,27
76,1,9
76,4,48
76,1,13
76,1,19
76,1,17
76,2,38
76,1,29
76,2,36
76,2,48
76,1,20
76,2,27
76,3,39
76,3,23
76,2,48
76,1,42
76,5,23
76,2,30
76,1,32
76,2,25
76,1,27
76,1,9
76,2,24
76,2,19
76,4,31
76,3,28
76,2,11
76,8,5
76,1,14
76,4,25
76,4,27
76,7,33
76,1,21
76,2,22
76,1,17
76,1,16
76,1,23
76,15,30
76,5,24
76,4,31
76,19,37
76,21,31
76,14,17
77,1,88
77,3,71
77,1,58
77,1,56
77,1,76
77,2,56
77,1,47
77,4,28
77,1,31
77,1,42
77,1,51
77,2,63
77,1,79
77,1,58
77,1,31
77,1,84
77,6,48
77,1,29
77,1,33
77,6,64
77,2,68
77,1,41
77,1,66
77,2,59
77,1,38
77,1,53
77,1,26
77,2,41
77,1,23
77,2,46
77,1,54
77,3,41
77,1,51
77,2,40
77,3,58
77,1,31
77,2,43
77,4,42
77,1,22
77,2,33
77,1,19
77,1,21
77,2,26
77,1,44
77,2,37
77,2,46
77,1,20
77,1,10
77,1,46
77,1,14
77,2,39
77,1,22
77,3,25
77,1,22
77,1,17
77,1,29
77,3,35
77,1,23
77,2,27
77,1,28
77,1,11
77,1,38
77,2,30
77,2,57
77,1,31
77,2,28
77,1,42
77,1,33
77,1,28
77,4,45
77,1,30
77,3,14
77,1,9
77,1,15
77,1,24
77,2,40
77,2,32
77,1,25
77,2,36
77,1,46
77,1,31
77,1,32
77,2,21
77,1,16
77,1,40
77,1,18
77,1,30
77,2,9
77,5,34
77,1,30
77,3,21
77,1,9
77,3,23
77,1,24
77,3,22
77,1,14
77,22,15
77,8,23
77,12,31
77,9,32
78,1,44
78,1,39
78,1,43
78,1,44
78,7,54
78,1,81
78,6,43
78,2,81
78,2,46
78,4,70
78,1,77
78,1,80
78,1,71
78,1,96
78,4,55
78,2,41
78,3,81
78,1,74
78,1,47
78,1,64
78,1,46
78,2,46
78,1,24
78,1,49
78,1,34
78,1,42
78,1,17
78,1,57
78,1,61
78,2,38
78,2,43
78,1,23
78,2,33
78,3,44
78,3,35
78,2,20
78,3,46
78,1,33
78,1,28
78,1,40
78,1,25
78,1,45
78,5,39
78,1,25
78,2,31
78,1,14
78,1,43
78,1,19
78,1,36
78,2,32
78,5,36
78,1,31
78,1,39
78,1,32
78,1,40
78,1,28
78,1,45
78,4,30
78,2,43
78,1,35
78,1,33
78,1,30
78,2,27
78,1,31
78,1,30
78,2,39
78,3,33
78,1,29
78,1,43
78,1,30
78,2,24
78,1,17
78,1,30
78,1,12
78,2,15
78,1,33
78,2,15
78,1,16
78,1,20
78,3,35
78,1,27
78,2,17
78,1,23
78,1,15
78,3,33
78,8,26
78,2,32
78,1,25
78,1,15
78,8,20
78,1,36
78,3,16
78,1,27
78,2,18
78,1,25
78,1,9
78,6,21
78,4,21
78,22,38
78,25,25
79,1,61
79,1,63
79,1,53
79,1,91
79,1,79
79,2,38
79,1,58
79,1,33
79,1,50
79,1,75
79,1,48
79,1,79
79,4,45
79,3,53
79,2,81
79,3,39
79,5,46
79,2,71
79,1,30
79,2,26
79,1,35
79,1,40
79,1,49
79,2,42
79,1,40
79,2,56
79,1,50
79,1,32
79,1,36
79,1,16
79,2,48
79,2,30
79,3,39
79,2,50
79,2,20
79,3,39
79,2,41
79,5,34
79,3,34
79,2,43
79,1,32
79,1,38
79,2,53
79,1,35
79,1,29
79,2,49
79,3,25
79,2,63
79,1,50
79,1,11
79,1,19
79,4,22
79,2,19
79,2,30
79,3,26
79,3,31
79,1,31
79,5,25
79,1,16
79,3,38
79,1,26
79,2,20
79,2,23
79,1,37
79,1,26
79,3,22
79,1,33
79,1,19
79,1,33
79,1,30
79,1,17
79,1,18
79,2,16
79,1,13
79,1,11
79,1,19
79,2,33
79,1,26
79,1,28
79,3,21
79,1,29
79,4,18
79,1,33
79,4,31
79,1,36
79,3,37
79,1,17
79,7,14
79,1,21
79,1,18
79,1,21
79,1,23
79,1,29
79,4,24
79,13,30
79,2,26
79,23,38
79,14,29
79,3,41
79,21,36
80,1,97
80,5,94
80,1,28
80,1,91
80,1,91
80,1,55
80,3,55
80,1,74
80,1,81
80,3,59
80,1,89
80,8,77
80,1,59
80,2,68
80,2,92
80,2,47
80,2,79
80,1,38
80,2,74
80,1,30
80,1,47
80,2,42
80,2,38
80,2,19
80,1,22
80,1,64
80,1,39
80,1,52
80,2,48
80,1,78
80,1,45
80,1,42
80,1,35
80,1,50
80,1,38
80,1,49
80,1,54
80,1,50
80,1,57
80,1,18
80,3,27
80,2,28
80,2,29
80,1,16
80,2,42
80,1,22
80,1,24
80,5,20
80,2,51
80,2,44
80,2,34
80,1,27
80,1,31
80,1,28
80,1,30
80,1,16
80,1,19
80,4,30
80,1,16
80,3,29
80,1,32
80,1,18
80,1,21
80,2,31
80,2,20
80,2,42
80,1,21
80,1,38
80,2,33
80,1,24
80,1,30
80,3,29
80,1,27
80,1,19
80,1,18
80,2,27
80,1,15
80,1,37
80,1,28
80,2,17
80,1,25
80,1,19
80,1,18
80,6,27
80,2,15
80,1,35
80,2,18
80,1,23
80,4,23
80,12,31
80,17,35
80,5,13
80,9,36
80,5,22
80,5,12
80,1,20
80,12,31
80,3,33
80,3,20
80,1,13
81,1,41
81,3,68
81,2,83
81,1,60
81,2,64
81,3,49
81,1,56
81,1,30
81,1,57
81,1,48
81,1,69
81,2,51
81,2,37
81,1,64
81,1,70
81,1,35
81,1,29
81,2,39
81,1,23
81,1,36
81,1,50
81,4,69
81,1,30
81,3,33
81,9,50
81,1,42
81,3,37
81,2,42
81,1,41
81,2,17
81,1,38
81,2,27
81,1,31
81,1,43
81,1,48
81,2,20
81,1,37
81,9,40
81,3,52
81,7,38
81,1,44
81,8,42
81,1,39
81,1,34
81,1,22
81,1,35
81,4,58
81,3,18
81,1,26
81,1,37
81,1,24
81,1,30
81,2,34
81,4,24
81,1,39
81,1,33
81,2,32
81,1,26
81,1,22
81,1,29
81,1,18
81,3,44
81,1,29
81,1,29
81,3,31
81,1,20
81,1,16
81,1,22
81,1,42
81,2,12
81,4,33
81,1,25
81,4,40
81,1,26
81,3,24
81,1,23
81,1,34
81,5,28
81,1,27
81,4,38
81,2,27
81,3,17
81,12,28
81,1,17
81,2,36
81,3,24
81,2,31
81,1,13
81,1,24
81,3,20
81,3,31
81,1,18
81,15,35
81,1,26
81,2,26
81,2,25
81,8,39
81,9,30
81,1,30
82,1,79
82,3,58
82,1,63
82,1,79
82,1,84
82,1,29
82,3,47
82,1,70
82,1,50
82,1,60
82,1,64
82,2,58
82,1,67
82,4,34
82,2,72
82,2,52
82,1,62
82,3,68
82,2,46
81,1,11
82,1,34
82,1,36
82,1,48
82,3,71
82,10,95
82,1,26
82,1,17
82,2,28
82,1,62
82,1,40
82,3,54
82,1,24
82,2,33
82,1,54
82,1,57
82,2,29
82,1,27
82,1,39
82,6,37
82,1,15
82,13,1
82,10,23
82,1,23
82,1,39
82,72,1
82,1,35
82,2,37
82,1,21
82,2,14
82,1,46
82,5,16
82,1,43
82,3,36
82,2,45
82,1,31
82,2,41
82,2,32
82,1,35
82,6,1
82,1,50
82,1,56
82,2,52
82,3,28
82,1,16
82,1,60
82,1,38
82,4,22
82,1,9
82,1,32
82,1,46
82,1,17
82,3,37
82,2,23
82,1,20
82,1,26
82,4,49
82,1,31
82,5,40
82,1,24
82,1,15
82,1,11
82,1,12
82,2,25
82,1,17
82,2,13
82,2,20
82,2,27
82,1,23
82,3,24
82,2,16
82,1,1
82,1,13
82,5,21
82,1,2
82,2,16
82,19,35
82,21,35
82,6,30
82,1,9
82,12,24
82,9,34
83,1,100
83,1,59
83,1,71
83,2,43
83,2,42
83,3,75
83,1,29
83,2,80
83,1,40
83,1,54
83,1,50
83,1,38
83,2,42
83,1,82
83,1,40
83,1,41
83,1,30
83,5,61
83,1,68
83,1,42
83,3,58
83,1,44
83,2,64
83,3,80
83,1,52
83,1,26
83,1,57
83,4,67
83,1,56
83,1,52
83,2,45
83,1,31
83,1,34
83,2,51
83,4,30
83,4,30
83,1,6
83,1,35
83,2,51
83,1,22
83,1,40
83,5,54
83,1,39
83,1,45
83,1,18
83,1,25
83,1,38
83,1,40
83,1,60
83,1,64
83,2,51
83,1,17
83,1,17
83,1,37
83,1,26
83,1,42
83,1,34
83,1,21
83,1,37
83,1,28
83,1,31
83,1,31
83,3,14
83,2,31
83,1,30
83,3,36
83,1,38
83,2,36
83,5,29
83,1,19
83,1,30
83,2,8
83,1,32
83,1,35
83,1,21
83,1,25
83,1,31
83,3,18
83,2,18
83,3,25
83,9,20
83,1,27
83,2,16
83,8,30
83,1,39
83,1,33
83,8,27
83,1,13
83,2,37
83,3,16
83,6,24
83,2,27
83,1,11
83,8,30
83,13,25
83,1,20
83,3,26
83,3,12
83,3,32
83,7,15
84,2,51
84,1,37
84,1,57
84,1,100
84,2,65
84,1,62
84,1,31
84,1,33
84,2,52
84,1,54
84,2,53
84,1,52
84,2,83
84,1,67
84,1,61
84,1,69
84,2,71
84,4,49
84,3,51
84,2,80
84,2,70
84,1,24
84,2,41
84,1,39
84,1,56
84,1,44
84,1,36
84,3,34
84,2,23
84,3,47
84,2,49
84,1,78
84,2,49
84,2,43
84,4,40
84,3,16
84,1,35
84,1,60
84,5,49
84,2,33
84,1,38
84,2,22
84,1,30
84,2,40
84,2,37
84,1,40
84,1,45
84,1,31
84,1,22
84,19,35
84,1,22
84,3,20
84,2,55
84,1,33
84,4,24
84,1,28
84,2,26
84,1,17
84,1,52
84,2,43
84,1,26
84,1,44
84,19,29
84,1,25
84,2,40
84,1,31
84,1,20
84,1,26
84,2,35
84,1,28
84,2,31
84,5,19
84,1,33
84,1,23
84,1,33
84,1,28
84,1,10
84,1,11
84,1,16
84,3,41
84,2,20
84,3,19
84,1,14
84,4,17
84,1,36
84,1,36
84,1,23
84,5,36
84,5,26
84,1,12
84,7,3
84,5,25
84,18,30
84,10,32
84,1,38
84,8,31
84,2,24
84,1,11
84,11,16
84,38,29
85,1,77
85,1,80
85,1,79
85,1,32
85,5,68
85,1,67
85,2,94
85,1,26
85,1,41
85,1,71
85,2,39
85,1,59
85,3,51
85,1,41
85,2,89
85,1,35
85,1,100
85,1,41
85,1,58
85,1,49
85,2,47
85,2,41
85,4,25
85,1,86
85,1,80
85,1,22
85,3,47
85,1,40
85,2,65
85,1,47
85,1,33
85,2,18
85,1,35
85,1,43
85,2,39
85,1,59
85,1,25
85,1,26
85,7,27
85,2,49
85,5,42
85,2,40
85,4,45
85,1,47
85,1,10
85,1,51
85,1,25
85,3,38
85,1,63
85,2,32
85,3,33
85,18,1
85,2,27
85,6,38
85,2,52
85,2,33
85,1,30
85,2,21
85,3,50
85,3,17
85,4,29
85,3,51
85,1,41
85,2,32
85,1,30
85,2,28
85,1,40
85,1,41
85,1,34
85,1,22
85,1,27
85,2,31
85,1,18
85,3,11
85,3,33
85,3,18
85,1,21
85,1,18
85,1,38
85,1,10
85,2,1
85,1,37
85,2,29
85,2,23
85,1,15
85,1,23
85,1,30
85,1,18
85,1,24
85,1,39
85,1,25
85,10,30
85,1,14
85,1,12
85,1,30
85,2,17
85,1,46
85,3,23
85,2,32
85,5,24
86,2,77
86,1,93
86,1,45
86,1,34
86,1,79
86,2,53
86,1,49
86,3,52
86,1,24
86,1,59
86,3,64
86,1,26
86,2,36
86,2,54
86,1,71
86,1,32
86,3,29
86,2,60
86,2,37
86,4,44
86,1,51
86,2,57
86,1,39
86,2,21
86,1,32
86,1,58
86,1,28
86,2,58
86,1,47
86,2,28
86,2,34
86,1,26
86,2,40
86,1,53
86,1,20
86,1,33
86,1,59
86,2,50
86,1,46
86,1,24
86,2,35
86,2,15
86,1,47
86,2,35
86,1,34
86,1,42
86,2,44
86,4,19
86,2,45
86,1,42
86,1,20
86,1,34
86,1,33
86,1,32
86,1,26
86,4,30
86,1,33
86,1,21
86,4,34
86,1,19
86,3,20
86,1,33
86,1,30
86,3,23
86,2,22
86,2,23
86,1,13
86,2,39
86,2,48
86,2,36
86,1,21
86,1,36
86,1,26
86,1,26
86,1,39
86,2,18
86,1,16
86,4,22
86,1,36
86,2,18
86,1,36
86,1,21
86,11,33
86,1,28
86,1,39
86,3,28
86,4,23
86,3,33
86,1,23
86,1,6
86,4,27
86,3,31
86,4,22
86,10,29
86,1,18
86,1,25
86,12,31
86,15,33
86,20,35
86,23,35
87,2,85
87,1,45
87,1,91
87,2,51
87,1,29
87,1,83
87,1,65
87,2,44
87,4,49
87,15,60
87,1,37
87,1,42
87,1,35
87,2,49
87,1,60
87,4,51
87,1,39
87,2,75
87,1,44
87,2,38
87,2,60
87,1,52
87,1,16
87,1,31
87,1,44
87,1,63
87,1,86
87,1,51
87,2,39
87,1,34
87,3,44
87,1,41
87,2,20
87,1,41
87,1,52
87,1,63
87,1,49
87,1,42
87,1,26
87,5,31
87,2,45
87,1,21
87,1,14
87,1,36
87,1,28
87,1,36
87,1,17
87,2,18
87,1,24
87,1,19
87,8,45
87,1,29
87,4,32
87,2,20
87,1,23
87,1,46
87,1,20
87,1,17
87,1,24
87,1,1
87,1,28
87,1,26
87,2,22
87,1,31
87,1,20
87,3,34
87,1,38
87,2,27
87,1,31
87,2,47
87,1,18
87,1,39
87,1,41
87,1,12
87,1,28
87,2,15
87,1,20
87,1,38
87,1,30
87,2,33
87,1,20
87,1,14
87,7,1
87,1,18
87,1,10
87,3,15
87,2,14
87,1,25
87,3,21
87,2,23
87,5,31
87,1,17
87,13,27
87,14,40
87,5,29
87,5,22
87,2,21
87,2,13
87,2,24
87,6,26
88,1,62
88,1,83
88,3,73
88,1,23
88,2,83
88,1,100
88,1,97
88,2,59
88,2,100
88,3,100
88,1,35
88,1,32
88,1,57
88,2,46
88,1,24
88,2,55
88,10,74
88,2,60
88,1,41
88,4,56
88,1,51
88,1,52
88,2,60
88,1,68
88,2,23
88,2,33
88,1,41
88,1,42
88,1,70
88,1,26
88,2,19
88,1,41
88,1,31
88,2,50
88,1,51
88,1,35
88,1,19
88,1,37
88,1,20
88,1,4
88,1,51
88,1,37
88,1,22
88,1,37
88,2,23
88,1,28
88,1,31
88,1,43
88,2,31
88,2,34
88,1,18
88,1,26
88,2,29
88,2,43
88,1,22
88,1,46
88,1,43
88,2,15
88,1,34
88,11,41
88,1,24
88,2,32
88,1,24
88,3,28
88,2,25
88,1,24
88,1,35
88,1,32
88,2,14
88,2,18
88,1,22
88,1,15
88,14,35
88,1,29
88,1,29
88,1,20
88,2,27
88,1,5
88,1,26
88,1,12
88,1,23
88,1,10
88,7,19
88,1,22
88,6,23
88,1,18
88,3,22
88,2,38
88,3,20
88,4,29
88,4,16
88,3,15
88,1,8
88,5,32
88,3,26
88,1,24
88,8,36
88,7,37
88,32,35
88,5,27
89,3,65
89,1,45
89,2,90
89,1,43
89,1,39
89,1,27
89,1,59
89,2,71
89,4,74
89,1,78
89,1,63
89,1,54
89,1,89
89,2,67
89,3,74
89,1,74
89,1,54
89,1,52
89,1,54
89,1,36
89,1,37
89,2,72
89,1,55
89,1,38
89,1,47
89,1,52
89,1,20
89,6,45
89,1,46
89,1,28
89,4,37
89,1,51
89,5,43
89,2,33
89,1,50
89,3,35
89,1,53
89,1,43
89,2,23
89,3,47
89,1,35
89,2,49
89,1,43
89,9,28
89,3,62
89,1,19
89,2,35
89,1,51
89,1,53
89,2,26
89,1,31
89,1,22
89,1,39
89,2,30
89,3,34
89,1,37
89,2,24
89,2,33
89,1,37
89,1,32
89,1,17
89,1,27
89,1,5
89,1,31
89,3,40
89,1,28
89,1,47
89,2,35
89,3,32
89,7,34
89,2,43
89,1,21
89,1,27
89,2,38
89,3,19
89,1,58
89,4,22
89,1,25
89,1,34
89,7,23
89,1,27
89,1,10
89,1,12
89,5,29
89,1,29
89,1,32
89,1,44
89,3,24
89,4,15
89,3,17
89,1,22
89,2,30
89,1,29
89,9,22
89,3,24
89,1,27
89,6,24
89,7,19
89,16,43
89,3,23
90,1,86
90,1,18
90,1,49
90,1,43
90,1,45
90,1,68
90,1,43
90,1,21
90,2,55
90,2,59
90,3,61
90,3,86
90,1,52
90,1,18
90,1,70
90,1,42
90,4,62
90,1,63
90,2,59
90,1,54
90,1,49
90,3,47
90,1,58
90,1,20
90,1,31
90,1,69
90,1,26
90,2,45
90,2,42
90,1,32
90,2,60
90,2,36
90,5,29
90,1,43
90,1,25
90,2,33
90,1,40
90,1,47
90,2,50
90,1,21
90,2,32
90,1,21
90,1,31
90,8,30
90,1,18
90,1,28
90,5,36
90,1,38
90,1,20
90,1,24
90,1,29
90,1,18
90,2,44
90,1,24
90,3,31
90,2,23
90,2,34
90,1,19
90,2,38
90,1,37
90,1,21
90,2,19
90,3,17
90,2,31
90,1,44
90,1,10
90,2,27
90,1,23
90,2,22
90,1,12
90,1,15
90,1,27
90,2,26
90,1,23
90,9,20
90,1,21
90,20,42
90,1,20
90,1,18
90,1,23
90,14,29
90,4,15
90,4,22
90,1,14
90,1,28
90,7,30
90,2,25
90,2,32
90,2,29
90,19,28
90,1,10
90,4,27
90,3,9
90,3,22
90,1,22
90,7,20
90,1,16
90,14,19
90,2,37
90,5,31
91,2,56
91,2,50
91,1,67
91,1,48
91,5,64
91,1,40
91,1,41
91,2,42
91,3,100
91,1,49
91,1,36
91,1,50
91,1,81
91,1,36
91,1,72
91,2,71
91,1,60
91,2,69
91,1,71
91,1,32
91,4,33
91,1,74
91,1,66
91,1,37
91,8,60
91,2,46
91,2,53
91,1,50
91,5,29
91,5,33
91,1,27
91,2,47
91,1,34
91,1,14
91,3,21
91,2,31
91,2,43
91,1,55
91,1,45
91,3,18
91,2,23
91,1,29
91,1,33
91,1,31
91,1,11
91,1,46
91,9,55
91,1,22
91,1,45
91,4,30
91,2,24
91,1,26
91,1,26
91,2,22
91,1,31
91,3,51
91,1,21
91,1,20
91,1,33
91,2,46
91,1,32
91,1,26
91,1,23
91,1,16
91,1,17
91,13,30
91,2,35
91,1,20
91,1,14
91,3,43
91,4,39
91,2,21
91,1,26
91,1,11
91,1,37
91,1,37
91,1,15
91,5,35
91,2,30
91,1,10
91,2,27
91,1,8
91,1,21
91,1,36
91,1,31
91,2,7
91,2,23
91,1,21
91,1,17
91,4,21
91,20,30
91,7,30
91,1,18
91,3,27
91,19,27
91,4,16
91,4,21
91,1,35
91,6,26
91,2,16
92,3,47
92,2,44
92,1,28
92,2,34
92,2,87
92,2,60
92,2,58
92,1,40
92,1,40
92,1,41
92,1,31
92,1,21
92,2,62
92,1,66
92,1,63
92,1,50
92,4,89
92,4,18
92,3,57
92,1,53
92,3,26
92,1,48
92,2,70
92,1,51
92,1,38
92,1,54
92,1,41
92,1,80
92,2,37
92,1,27
92,14,34
92,1,28
92,1,19
92,1,26
92,2,32
92,1,42
92,1,29
92,1,44
92,1,41
92,1,35
92,1,36
92,2,18
92,3,42
92,1,42
92,1,47
92,2,31
92,3,31
92,2,20
92,1,44
92,1,41
92,1,52
92,4,18
92,1,5
92,1,35
92,1,37
92,1,33
92,1,30
92,2,30
92,1,33
92,1,33
92,1,28
92,1,41
92,1,23
92,1,32
92,2,19
92,3,20
92,7,29
92,3,36
92,1,19
92,1,20
92,1,27
92,2,34
92,1,43
92,1,9
92,1,18
92,1,42
92,2,34
92,1,22
92,1,11
92,6,35
92,1,38
92,1,23
92,2,13
92,6,27
92,5,34
92,2,16
92,1,9
92,4,25
92,5,20
92,1,24
92,13,24
92,1,42
92,1,32
92,1,34
92,2,10
92,27,28
92,6,20
92,4,21
92,3,28
92,12,38
93,2,38
93,4,100
93,1,65
93,3,53
93,3,54
93,8,86
93,4,43
93,4,67
93,1,59
93,1,54
93,10,85
93,1,43
93,1,45
93,1,64
93,1,90
93,1,55
93,2,67
93,1,66
93,1,60
93,2,54
93,1,34
93,3,35
93,1,34
93,6,27
93,1,75
93,3,34
93,1,45
93,3,59
93,1,56
93,1,78
93,1,34
93,1,69
93,1,25
93,1,44
93,1,35
93,1,86
93,1,29
93,2,41
93,1,66
93,2,32
93,2,24
93,1,43
93,1,55
93,1,48
93,1,46
93,1,33
93,1,39
93,1,38
93,2,32
93,1,43
93,1,34
93,1,40
93,1,37
93,2,38
93,3,47
93,1,9
93,3,31
93,1,16
93,1,24
93,3,22
93,4,22
93,2,28
93,1,33
93,1,24
93,1,11
93,1,42
93,2,27
93,1,31
93,1,25
93,4,35
93,1,19
93,2,22
93,2,29
93,4,38
93,8,33
93,1,33
93,2,28
93,1,27
93,1,33
93,1,23
93,1,9
93,1,23
93,1,15
93,1,24
93,6,25
93,1,23
93,1,26
93,2,13
93,5,15
93,10,34
93,1,18
93,2,22
93,2,13
93,2,20
93,8,20
93,1,13
93,3,27
93,4,31
93,18,36
93,4,12
94,1,99
94,1,39
94,1,83
94,1,66
94,1,42
94,1,49
94,1,80
94,2,54
94,2,36
94,2,67
94,1,51
94,1,62
94,2,78
94,2,81
94,2,30
94,1,34
